Model,Displ,Cyl,Drive,Fuel,Veh Class,Air Pollution Score,Greenhouse Gas Score,Comb CO2
NISSAN Altima,2.5,4.0,4WD,Gasoline,midsize car,7,6,300
NISSAN Altima SL/SR,2.5,4.0,2WD,Gasoline,midsize car,7,6,287
NISSAN Altima SL/SR,2.5,4.0,2WD,Gasoline,midsize car,7,6,287
NISSAN Altima SR,2.0,4.0,2WD,Gasoline,midsize car,6,6,311
NISSAN Altima SR,2.0,4.0,2WD,Gasoline,midsize car,6,6,311
NISSAN Armada,5.6,8.0,2WD,Gasoline,standard SUV,3,3,558
NISSAN Armada,5.6,8.0,2WD,Gasoline,standard SUV,3,3,558
NISSAN Armada,5.6,8.0,2WD,Gasoline,standard SUV,5,3,558
NISSAN Armada,5.6,8.0,2WD,Gasoline,standard SUV,5,3,558
NISSAN Armada,5.6,8.0,4WD,Gasoline,standard SUV,3,2,592
NISSAN Armada,5.6,8.0,4WD,Gasoline,standard SUV,3,2,594
NISSAN Armada,5.6,8.0,4WD,Gasoline,standard SUV,3,2,592
NISSAN Armada,5.6,8.0,4WD,Gasoline,standard SUV,3,2,594
NISSAN Armada,5.6,8.0,4WD,Gasoline,standard SUV,5,2,592
NISSAN Armada,5.6,8.0,4WD,Gasoline,standard SUV,5,2,594
NISSAN Armada,5.6,8.0,4WD,Gasoline,standard SUV,5,2,592
NISSAN Armada,5.6,8.0,4WD,Gasoline,standard SUV,5,2,594
NISSAN Frontier,3.8,6.0,2WD,Gasoline,pickup,5,4,444
NISSAN Frontier,3.8,6.0,2WD,Gasoline,pickup,5,4,437
NISSAN Frontier,3.8,6.0,2WD,Gasoline,pickup,5,4,444
NISSAN Frontier,3.8,6.0,2WD,Gasoline,pickup,5,4,437
NISSAN Frontier,3.8,6.0,4WD,Gasoline,pickup,5,4,468
NISSAN Frontier,3.8,6.0,4WD,Gasoline,pickup,5,4,438
NISSAN Frontier,3.8,6.0,4WD,Gasoline,pickup,5,4,468
NISSAN Frontier,3.8,6.0,4WD,Gasoline,pickup,5,4,438
NISSAN Frontier PRO-4X,3.8,6.0,4WD,Gasoline,pickup,5,4,472
NISSAN Frontier PRO-4X,3.8,6.0,4WD,Gasoline,pickup,5,4,469
NISSAN Frontier PRO-4X,3.8,6.0,4WD,Gasoline,pickup,5,4,472
NISSAN Frontier PRO-4X,3.8,6.0,4WD,Gasoline,pickup,5,4,469
NISSAN GT-R,3.8,6.0,4WD,Gasoline,small car,3,4,493
NISSAN GT-R,3.8,6.0,4WD,Gasoline,small car,3,4,493
NISSAN Kicks,1.6,4.0,2WD,Gasoline,midsize car,7,6,269
NISSAN Kicks,1.6,4.0,2WD,Gasoline,midsize car,7,6,269
NISSAN Leaf,0.0,0.0,2WD,Electricity,midsize car,10,10,0
NISSAN Leaf,0.0,0.0,2WD,Electricity,midsize car,10,10,0
NISSAN Leaf SV,0.0,0.0,2WD,Electricity,midsize car,10,10,0
NISSAN Leaf SV,0.0,0.0,2WD,Electricity,midsize car,10,10,0
NISSAN Maxima,3.5,6.0,2WD,Gasoline,midsize car,3,5,371
NISSAN Maxima,3.5,6.0,2WD,Gasoline,midsize car,3,5,371
NISSAN Murano,3.5,6.0,2WD,Gasoline,station wagon,5,5,387
NISSAN Murano,3.5,6.0,2WD,Gasoline,station wagon,5,5,387
NISSAN Murano,3.5,6.0,4WD,Gasoline,station wagon,5,5,391
NISSAN Murano,3.5,6.0,4WD,Gasoline,station wagon,5,5,391
NISSAN Pathfinder,3.5,6.0,2WD,Gasoline,small SUV,5,5,390
NISSAN Pathfinder,3.5,6.0,2WD,Gasoline,small SUV,5,5,390
NISSAN Pathfinder,3.5,6.0,4WD,Gasoline,small SUV,5,5,379
NISSAN Pathfinder,3.5,6.0,4WD,Gasoline,small SUV,5,5,379
NISSAN Pathfinder 4WD Rock Creek,3.5,6.0,4WD,Gasoline,small SUV,5,4,418
NISSAN Pathfinder 4WD Rock Creek,3.5,6.0,4WD,Gasoline,small SUV,5,4,418
NISSAN Pathfinder 4WD SL/Platinum,3.5,6.0,4WD,Gasoline,small SUV,5,5,396
NISSAN Pathfinder 4WD SL/Platinum,3.5,6.0,4WD,Gasoline,small SUV,5,5,396
NISSAN Rogue,1.5,3.0,2WD,Gasoline,small SUV,6,6,271
NISSAN Rogue,1.5,3.0,2WD,Gasoline,small SUV,6,6,271
NISSAN Rogue,1.5,3.0,2WD,Gasoline,small SUV,6,6,269
NISSAN Rogue,1.5,3.0,2WD,Gasoline,small SUV,6,6,269
NISSAN Rogue,1.5,3.0,4WD,Gasoline,small SUV,6,6,287
NISSAN Rogue,1.5,3.0,4WD,Gasoline,small SUV,6,6,287
NISSAN Rogue,1.5,3.0,4WD,Gasoline,small SUV,6,6,287
NISSAN Rogue,1.5,3.0,4WD,Gasoline,small SUV,6,6,287
NISSAN Rogue SL/Platinum,1.5,3.0,2WD,Gasoline,small SUV,6,6,278
NISSAN Rogue SL/Platinum,1.5,3.0,2WD,Gasoline,small SUV,6,6,278
NISSAN Rogue SL/Platinum,1.5,3.0,2WD,Gasoline,small SUV,6,6,278
NISSAN Rogue SL/Platinum,1.5,3.0,2WD,Gasoline,small SUV,6,6,278
NISSAN Rogue SL/Platinum,1.5,3.0,4WD,Gasoline,small SUV,6,6,288
NISSAN Rogue SL/Platinum,1.5,3.0,4WD,Gasoline,small SUV,6,6,288
NISSAN Rogue SL/Platinum,1.5,3.0,4WD,Gasoline,small SUV,6,6,287
NISSAN Rogue SL/Platinum,1.5,3.0,4WD,Gasoline,small SUV,6,6,287
NISSAN Titan,5.6,8.0,2WD,Gasoline,pickup,5,4,503
NISSAN Titan,5.6,8.0,2WD,Gasoline,pickup,5,4,503
NISSAN Titan,5.6,8.0,4WD,Gasoline,pickup,5,4,505
NISSAN Titan,5.6,8.0,4WD,Gasoline,pickup,5,4,505
NISSAN Titan Pro-4X,5.6,8.0,4WD,Gasoline,pickup,5,3,517
NISSAN Titan Pro-4X,5.6,8.0,4WD,Gasoline,pickup,5,3,517
NISSAN Versa,1.6,4.0,2WD,Gasoline,small car,7,7,254
NISSAN Versa,1.6,4.0,2WD,Gasoline,small car,7,7,254
NISSAN Versa,1.6,4.0,2WD,Gasoline,small car,7,6,296
NISSAN Versa,1.6,4.0,2WD,Gasoline,small car,7,6,296
NISSAN Z,3.0,6.0,2WD,Gasoline,small car,5,4,435
NISSAN Z,3.0,6.0,2WD,Gasoline,small car,5,4,435
NISSAN Z,3.0,6.0,2WD,Gasoline,small car,5,5,405
NISSAN Z,3.0,6.0,2WD,Gasoline,small car,5,5,405
POLESTAR 2 Dual Motor,0.0,0.0,4WD,Electricity,midsize car,10,10,0
POLESTAR 2 Dual Motor,0.0,0.0,4WD,Electricity,midsize car,10,10,0
POLESTAR 2 Single Motor,0.0,0.0,2WD,Electricity,midsize car,10,10,0
POLESTAR 2 Single Motor,0.0,0.0,2WD,Electricity,midsize car,10,10,0
POLESTAR Polestar 2 BST edition,0.0,0.0,4WD,Electricity,midsize car,10,10,0
POLESTAR Polestar 2 BST edition,0.0,0.0,4WD,Electricity,midsize car,10,10,0
POLESTAR Polestar 2 Dual Motor Perf Pack,0.0,0.0,4WD,Electricity,midsize car,10,10,0
POLESTAR Polestar 2 Dual Motor Perf Pack,0.0,0.0,4WD,Electricity,midsize car,10,10,0
PORSCHE 718 Boxster,2.0,4.0,2WD,Gasoline,small car,1,5,375
PORSCHE 718 Boxster,2.0,4.0,2WD,Gasoline,small car,1,5,375
PORSCHE 718 Boxster,2.0,4.0,2WD,Gasoline,small car,1,5,409
PORSCHE 718 Boxster,2.0,4.0,2WD,Gasoline,small car,1,5,409
PORSCHE 718 Boxster GTS 4.0,3.7,6.0,2WD,Gasoline,small car,5,4,418
PORSCHE 718 Boxster GTS 4.0,3.7,6.0,2WD,Gasoline,small car,5,4,418
PORSCHE 718 Boxster GTS 4.0,3.7,6.0,2WD,Gasoline,small car,5,4,458
PORSCHE 718 Boxster GTS 4.0,3.7,6.0,2WD,Gasoline,small car,5,4,458
PORSCHE 718 Boxster S,2.5,4.0,2WD,Gasoline,small car,1,5,410
PORSCHE 718 Boxster S,2.5,4.0,2WD,Gasoline,small car,1,5,410
PORSCHE 718 Boxster S,2.5,4.0,2WD,Gasoline,small car,1,4,423
PORSCHE 718 Boxster S,2.5,4.0,2WD,Gasoline,small car,1,4,423
PORSCHE 718 Boxster T,2.0,4.0,2WD,Gasoline,small car,1,5,380
PORSCHE 718 Boxster T,2.0,4.0,2WD,Gasoline,small car,1,5,380
PORSCHE 718 Boxster T,2.0,4.0,2WD,Gasoline,small car,1,5,394
PORSCHE 718 Boxster T,2.0,4.0,2WD,Gasoline,small car,1,5,394
PORSCHE 718 Cayman,2.0,4.0,2WD,Gasoline,small car,1,5,375
PORSCHE 718 Cayman,2.0,4.0,2WD,Gasoline,small car,1,5,375
PORSCHE 718 Cayman,2.0,4.0,2WD,Gasoline,small car,1,5,409
PORSCHE 718 Cayman,2.0,4.0,2WD,Gasoline,small car,1,5,409
PORSCHE 718 Cayman GT4,3.7,6.0,2WD,Gasoline,small car,5,4,436
PORSCHE 718 Cayman GT4,3.7,6.0,2WD,Gasoline,small car,5,4,436
PORSCHE 718 Cayman GT4,3.7,6.0,2WD,Gasoline,small car,5,4,462
PORSCHE 718 Cayman GT4,3.7,6.0,2WD,Gasoline,small car,5,4,462
PORSCHE 718 Cayman GTS 4.0,3.7,6.0,2WD,Gasoline,small car,5,4,418
PORSCHE 718 Cayman GTS 4.0,3.7,6.0,2WD,Gasoline,small car,5,4,418
PORSCHE 718 Cayman GTS 4.0,3.7,6.0,2WD,Gasoline,small car,5,4,458
PORSCHE 718 Cayman GTS 4.0,3.7,6.0,2WD,Gasoline,small car,5,4,458
PORSCHE 718 Cayman S,2.5,4.0,2WD,Gasoline,small car,1,5,410
PORSCHE 718 Cayman S,2.5,4.0,2WD,Gasoline,small car,1,5,410
PORSCHE 718 Cayman S,2.5,4.0,2WD,Gasoline,small car,1,4,423
PORSCHE 718 Cayman S,2.5,4.0,2WD,Gasoline,small car,1,4,423
PORSCHE 718 Cayman T,2.0,4.0,2WD,Gasoline,small car,1,5,380
PORSCHE 718 Cayman T,2.0,4.0,2WD,Gasoline,small car,1,5,380
PORSCHE 718 Cayman T,2.0,4.0,2WD,Gasoline,small car,1,5,394
PORSCHE 718 Cayman T,2.0,4.0,2WD,Gasoline,small car,1,5,394
PORSCHE 718 GT4 RS,4.0,6.0,2WD,Gasoline,small car,3,3,544
PORSCHE 718 GT4 RS,4.0,6.0,2WD,Gasoline,small car,3,3,544
PORSCHE 718 Spyder,3.7,6.0,2WD,Gasoline,small car,5,4,436
PORSCHE 718 Spyder,3.7,6.0,2WD,Gasoline,small car,5,4,436
PORSCHE 718 Spyder,3.7,6.0,2WD,Gasoline,small car,5,4,462
PORSCHE 718 Spyder,3.7,6.0,2WD,Gasoline,small car,5,4,462
PORSCHE 911 Carrera,3.0,6.0,2WD,Gasoline,small car,5,4,443
PORSCHE 911 Carrera,3.0,6.0,2WD,Gasoline,small car,5,4,443
PORSCHE 911 Carrera 4,3.0,6.0,4WD,Gasoline,small car,5,4,442
PORSCHE 911 Carrera 4,3.0,6.0,4WD,Gasoline,small car,5,4,442
PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,443
PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,443
PORSCHE 911 Carrera 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,4,464
PORSCHE 911 Carrera 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,4,464
PORSCHE 911 Carrera 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,4,465
PORSCHE 911 Carrera 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,4,465
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,463
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,463
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,477
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,477
PORSCHE 911 Carrera 4S,3.0,6.0,4WD,Gasoline,small car,5,4,443
PORSCHE 911 Carrera 4S,3.0,6.0,4WD,Gasoline,small car,5,4,443
PORSCHE 911 Carrera 4S,3.0,6.0,4WD,Gasoline,small car,5,4,442
PORSCHE 911 Carrera 4S,3.0,6.0,4WD,Gasoline,small car,5,4,442
PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,439
PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,439
PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,452
PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,4,452
PORSCHE 911 Carrera Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,443
PORSCHE 911 Carrera Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,443
PORSCHE 911 Carrera GTS,3.0,6.0,2WD,Gasoline,small car,5,4,465
PORSCHE 911 Carrera GTS,3.0,6.0,2WD,Gasoline,small car,5,4,465
PORSCHE 911 Carrera GTS,3.0,6.0,2WD,Gasoline,small car,5,4,444
PORSCHE 911 Carrera GTS,3.0,6.0,2WD,Gasoline,small car,5,4,444
PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,465
PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,465
PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,448
PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,448
PORSCHE 911 Carrera S,3.0,6.0,2WD,Gasoline,small car,5,4,441
PORSCHE 911 Carrera S,3.0,6.0,2WD,Gasoline,small car,5,4,441
PORSCHE 911 Carrera S,3.0,6.0,2WD,Gasoline,small car,5,4,425
PORSCHE 911 Carrera S,3.0,6.0,2WD,Gasoline,small car,5,4,425
PORSCHE 911 Carrera S Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,439
PORSCHE 911 Carrera S Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,439
PORSCHE 911 Carrera S Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,443
PORSCHE 911 Carrera S Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,4,443
PORSCHE 911 GT3,4.0,6.0,2WD,Gasoline,small car,3,3,538
PORSCHE 911 GT3,4.0,6.0,2WD,Gasoline,small car,3,3,538
PORSCHE 911 GT3,4.0,6.0,2WD,Gasoline,small car,3,3,571
PORSCHE 911 GT3,4.0,6.0,2WD,Gasoline,small car,3,3,571
PORSCHE 911 GT3 Touring,4.0,6.0,2WD,Gasoline,small car,3,3,539
PORSCHE 911 GT3 Touring,4.0,6.0,2WD,Gasoline,small car,3,3,539
PORSCHE 911 GT3 Touring,4.0,6.0,2WD,Gasoline,small car,3,3,570
PORSCHE 911 GT3 Touring,4.0,6.0,2WD,Gasoline,small car,3,3,570
PORSCHE 911 Sport Classic,3.7,6.0,2WD,Gasoline,small car,5,3,516
PORSCHE 911 Sport Classic,3.7,6.0,2WD,Gasoline,small car,5,3,516
PORSCHE 911 Targa 4,3.0,6.0,4WD,Gasoline,small car,5,4,442
PORSCHE 911 Targa 4,3.0,6.0,4WD,Gasoline,small car,5,4,442
PORSCHE 911 Targa 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,4,461
PORSCHE 911 Targa 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,4,461
PORSCHE 911 Targa 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,4,477
PORSCHE 911 Targa 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,4,477
PORSCHE 911 Targa 4S,3.0,6.0,4WD,Gasoline,small car,5,4,442
PORSCHE 911 Targa 4S,3.0,6.0,4WD,Gasoline,small car,5,4,442
PORSCHE 911 Targa 4S,3.0,6.0,4WD,Gasoline,small car,5,4,447
PORSCHE 911 Targa 4S,3.0,6.0,4WD,Gasoline,small car,5,4,447
PORSCHE 911 Turbo,3.7,6.0,4WD,Gasoline,small car,5,3,516
PORSCHE 911 Turbo,3.7,6.0,4WD,Gasoline,small car,5,3,516
PORSCHE 911 Turbo Cabriolet,3.7,6.0,4WD,Gasoline,small car,5,3,521
PORSCHE 911 Turbo Cabriolet,3.7,6.0,4WD,Gasoline,small car,5,3,521
PORSCHE 911 Turbo S,3.7,6.0,4WD,Gasoline,small car,5,3,517
PORSCHE 911 Turbo S,3.7,6.0,4WD,Gasoline,small car,5,3,517
PORSCHE 911 Turbo S Cabriolet,3.7,6.0,4WD,Gasoline,small car,5,3,528
PORSCHE 911 Turbo S Cabriolet,3.7,6.0,4WD,Gasoline,small car,5,3,528
PORSCHE Cayenne,3.0,6.0,4WD,Gasoline,standard SUV,5,4,466
PORSCHE Cayenne,3.0,6.0,4WD,Gasoline,standard SUV,5,4,466
PORSCHE Cayenne GTS,4.0,8.0,4WD,Gasoline,standard SUV,3,3,525
PORSCHE Cayenne GTS,4.0,8.0,4WD,Gasoline,standard SUV,3,3,533
PORSCHE Cayenne GTS,4.0,8.0,4WD,Gasoline,standard SUV,3,3,525
PORSCHE Cayenne GTS,4.0,8.0,4WD,Gasoline,standard SUV,3,3,533
PORSCHE Cayenne S,2.9,6.0,4WD,Gasoline,standard SUV,5,4,490
PORSCHE Cayenne S,2.9,6.0,4WD,Gasoline,standard SUV,5,4,494
PORSCHE Cayenne S,2.9,6.0,4WD,Gasoline,standard SUV,5,4,490
PORSCHE Cayenne S,2.9,6.0,4WD,Gasoline,standard SUV,5,4,494
PORSCHE Cayenne Turbo,4.0,8.0,4WD,Gasoline,standard SUV,3,3,553
PORSCHE Cayenne Turbo,4.0,8.0,4WD,Gasoline,standard SUV,3,3,531
PORSCHE Cayenne Turbo,4.0,8.0,4WD,Gasoline,standard SUV,3,3,553
PORSCHE Cayenne Turbo,4.0,8.0,4WD,Gasoline,standard SUV,3,3,531
PORSCHE Cayenne Turbo GT,4.0,8.0,4WD,Gasoline,standard SUV,3,3,555
PORSCHE Cayenne Turbo GT,4.0,8.0,4WD,Gasoline,standard SUV,3,3,555
PORSCHE Cayenne Turbo S E-Hybrid,4.0,8.0,4WD,Gasoline/Electricity,standard SUV,3,6,320
PORSCHE Cayenne Turbo S E-Hybrid,4.0,8.0,4WD,Gasoline/Electricity,standard SUV,3,6,320
PORSCHE Macan,2.0,4.0,4WD,Gasoline,small SUV,5,4,424
PORSCHE Macan,2.0,4.0,4WD,Gasoline,small SUV,5,4,424
PORSCHE Macan GTS,2.9,6.0,4WD,Gasoline,small SUV,5,4,466
PORSCHE Macan GTS,2.9,6.0,4WD,Gasoline,small SUV,5,4,466
PORSCHE Macan S,2.9,6.0,4WD,Gasoline,small SUV,5,4,466
PORSCHE Macan S,2.9,6.0,4WD,Gasoline,small SUV,5,4,466
PORSCHE Macan T,2.0,4.0,4WD,Gasoline,small SUV,5,4,417
PORSCHE Macan T,2.0,4.0,4WD,Gasoline,small SUV,5,4,417
PORSCHE Panamera,2.9,6.0,2WD,Gasoline,large car,5,4,441
PORSCHE Panamera,2.9,6.0,2WD,Gasoline,large car,5,4,441
PORSCHE Panamera 4,2.9,6.0,4WD,Gasoline,large car,5,4,441
PORSCHE Panamera 4,2.9,6.0,4WD,Gasoline,large car,5,4,441
PORSCHE Panamera 4 E-Hybrid,2.9,6.0,4WD,Gasoline/Electricity,large car,5,7,232
PORSCHE Panamera 4 E-Hybrid,2.9,6.0,4WD,Gasoline/Electricity,large car,5,7,232
PORSCHE Panamera 4 Executive,2.9,6.0,4WD,Gasoline,large car,5,4,465
PORSCHE Panamera 4 Executive,2.9,6.0,4WD,Gasoline,large car,5,4,465
PORSCHE Panamera 4 ST,2.9,6.0,4WD,Gasoline,large car,5,4,441
PORSCHE Panamera 4 ST,2.9,6.0,4WD,Gasoline,large car,5,4,441
PORSCHE Panamera 4S,2.9,6.0,4WD,Gasoline,large car,5,4,445
PORSCHE Panamera 4S,2.9,6.0,4WD,Gasoline,large car,5,4,445
PORSCHE Panamera 4S E-Hybrid,2.9,6.0,4WD,Gasoline/Electricity,large car,5,7,236
PORSCHE Panamera 4S E-Hybrid,2.9,6.0,4WD,Gasoline/Electricity,large car,5,7,236
PORSCHE Panamera 4S Executive,2.9,6.0,4WD,Gasoline,large car,5,4,469
PORSCHE Panamera 4S Executive,2.9,6.0,4WD,Gasoline,large car,5,4,469
PORSCHE Panamera 4S ST,2.9,6.0,4WD,Gasoline,large car,5,4,469
PORSCHE Panamera 4S ST,2.9,6.0,4WD,Gasoline,large car,5,4,469
PORSCHE Panamera GTS,4.0,8.0,4WD,Gasoline,large car,3,3,520
PORSCHE Panamera GTS,4.0,8.0,4WD,Gasoline,large car,3,3,520
PORSCHE Panamera GTS ST,4.0,8.0,4WD,Gasoline,large car,3,3,520
PORSCHE Panamera GTS ST,4.0,8.0,4WD,Gasoline,large car,3,3,520
PORSCHE Panamera Turbo S,4.0,8.0,4WD,Gasoline,large car,3,3,525
PORSCHE Panamera Turbo S,4.0,8.0,4WD,Gasoline,large car,3,3,525
PORSCHE Panamera Turbo S E-Hybrid,4.0,8.0,4WD,Gasoline/Electricity,large car,3,6,274
PORSCHE Panamera Turbo S E-Hybrid,4.0,8.0,4WD,Gasoline/Electricity,large car,3,6,274
PORSCHE Taycan 4 Cross Turismo,0.0,0.0,4WD,Electricity,midsize car,10,10,0
PORSCHE Taycan 4 Cross Turismo,0.0,0.0,4WD,Electricity,midsize car,10,10,0
PORSCHE Taycan 4S Cross Turismo,0.0,0.0,4WD,Electricity,midsize car,10,10,0
PORSCHE Taycan 4S Cross Turismo,0.0,0.0,4WD,Electricity,midsize car,10,10,0
PORSCHE Taycan 4S Perf Battery Plus,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan 4S Perf Battery Plus,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan 4S Performance Battery,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan 4S Performance Battery,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan GTS,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan GTS,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan GTS Sport Turismo,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan GTS Sport Turismo,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan Perf Battery Plus,0.0,0.0,2WD,Electricity,small car,10,10,0
PORSCHE Taycan Perf Battery Plus,0.0,0.0,2WD,Electricity,small car,10,10,0
PORSCHE Taycan Performance Battery,0.0,0.0,2WD,Electricity,small car,10,10,0
PORSCHE Taycan Performance Battery,0.0,0.0,2WD,Electricity,small car,10,10,0
PORSCHE Taycan Turbo,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan Turbo,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan Turbo Cross Turismo,0.0,0.0,4WD,Electricity,midsize car,10,10,0
PORSCHE Taycan Turbo Cross Turismo,0.0,0.0,4WD,Electricity,midsize car,10,10,0
PORSCHE Taycan Turbo S,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan Turbo S,0.0,0.0,4WD,Electricity,small car,10,10,0
PORSCHE Taycan Turbo S Cross Turismo,0.0,0.0,4WD,Electricity,midsize car,10,10,0
PORSCHE Taycan Turbo S Cross Turismo,0.0,0.0,4WD,Electricity,midsize car,10,10,0
RAM 1500,3.0,6.0,4WD,Diesel,pickup,1,4,418
RAM 1500,3.0,6.0,4WD,Diesel,pickup,1,4,418
RAM 1500,3.6,6.0,2WD,Gasoline,pickup,7,5,407
RAM 1500,3.6,6.0,2WD,Gasoline,pickup,7,5,407
RAM 1500,3.6,6.0,4WD,Gasoline,pickup,7,4,417
RAM 1500,3.6,6.0,4WD,Gasoline,pickup,7,4,417
RAM 1500,5.7,8.0,2WD,Gasoline,pickup,5,4,443
RAM 1500,5.7,8.0,2WD,Gasoline,pickup,5,4,443
RAM 1500,5.7,8.0,4WD,Gasoline,pickup,5,4,457
RAM 1500,5.7,8.0,4WD,Gasoline,pickup,5,4,457
RAM 1500 Classic,3.6,6.0,2WD,Gasoline,pickup,7,4,444
RAM 1500 Classic,3.6,6.0,2WD,Gasoline,pickup,7,4,444
RAM 1500 Classic,3.6,6.0,4WD,Gasoline,pickup,7,4,474
RAM 1500 Classic,3.6,6.0,4WD,Gasoline,pickup,7,4,474
RAM 1500 Classic,5.7,8.0,2WD,Gasoline,pickup,5,3,523
RAM 1500 Classic,5.7,8.0,2WD,Gasoline,pickup,5,3,523
RAM 1500 Classic,5.7,8.0,4WD,Gasoline,pickup,5,3,528
RAM 1500 Classic,5.7,8.0,4WD,Gasoline,pickup,5,3,528
RAM 1500 HFE,3.6,6.0,2WD,Gasoline,pickup,7,5,394
RAM 1500 HFE,3.6,6.0,2WD,Gasoline,pickup,7,5,394
RAM 1500 TRX,6.2,8.0,4WD,Gasoline,pickup,1,1,748
RAM 1500 TRX,6.2,8.0,4WD,Gasoline,pickup,1,1,748
RIVIAN R1S 20in,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
RIVIAN R1S 20in,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
RIVIAN R1S 21in,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
RIVIAN R1S 21in,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
RIVIAN R1S 22in,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
RIVIAN R1S 22in,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
RIVIAN R1T 20in,0.0,0.0,4WD,Electricity,pickup,10,10,0
RIVIAN R1T 20in,0.0,0.0,4WD,Electricity,pickup,10,10,0
RIVIAN R1T 21in,0.0,0.0,4WD,Electricity,pickup,10,10,0
RIVIAN R1T 21in,0.0,0.0,4WD,Electricity,pickup,10,10,0
RIVIAN R1T 22in,0.0,0.0,4WD,Electricity,pickup,10,10,0
RIVIAN R1T 22in,0.0,0.0,4WD,Electricity,pickup,10,10,0
ROLLS-ROYCE Cullinan,6.7,12.0,4WD,Gasoline,station wagon,3,2,626
ROLLS-ROYCE Cullinan,6.7,12.0,4WD,Gasoline,station wagon,3,2,626
ROLLS-ROYCE Cullinan Black Badge,6.7,12.0,4WD,Gasoline,station wagon,3,2,626
ROLLS-ROYCE Cullinan Black Badge,6.7,12.0,4WD,Gasoline,station wagon,3,2,626
ROLLS-ROYCE Ghost,6.7,12.0,4WD,Gasoline,large car,3,2,624
ROLLS-ROYCE Ghost,6.7,12.0,4WD,Gasoline,large car,3,2,624
ROLLS-ROYCE Ghost Black Badge,6.7,12.0,4WD,Gasoline,large car,3,2,624
ROLLS-ROYCE Ghost Black Badge,6.7,12.0,4WD,Gasoline,large car,3,2,624
ROLLS-ROYCE Ghost Extended,6.7,12.0,4WD,Gasoline,large car,3,2,624
ROLLS-ROYCE Ghost Extended,6.7,12.0,4WD,Gasoline,large car,3,2,624
ROLLS-ROYCE Phantom,6.7,12.0,2WD,Gasoline,large car,3,2,639
ROLLS-ROYCE Phantom,6.7,12.0,2WD,Gasoline,large car,3,2,639
ROLLS-ROYCE Phantom Extended,6.7,12.0,2WD,Gasoline,large car,3,2,639
ROLLS-ROYCE Phantom Extended,6.7,12.0,2WD,Gasoline,large car,3,2,639
